Column1;Unnamed: 0;date;news;label
5775;5775;7112022; What if Donald Trump wants to start a family? What will happen to Tesla if he just gets pregnant and moves off to TJ Max?;0
5776;5776;7112022; Why? I thought the best part about Tesla was the drivetrain. Doesn't the rest of the car have questionable build quality? Dons hardhat, and retreats to the Anderson shelter....;0
5777;5777;7112022; Absolutely. In Giga Berlin, too! ;1
5778;5778;7112022; we call it: Mundpropaganda Best way to recommend a TESLA forever in 1min ??????;1
5779;5779;7112022; “EVs are expensive rip offs” My total cost to run my ?@Tesla? Model 3 for the whole of June on ?@Pod_Point? home charger with ?@OctopusEnergy? Ludicrously cheap motoring! ;0
5780;5780;7112022; All manufacturers I've seen offer a 100,000 mile guarantee. Tesla's is 125,000. If you follow their guidance on how and when to recharge this can be extended alot. Only morons think replacing a battery twice in a cars lifetime is greener than replacing it's fuel every week. ????;1
5781;5781;7112022; Dude I can see the exact location of my AirPods and Tesla location from the moon. Don’t be so naive!;-1
5782;5782;7112022; Musk uses Twitter’s greed and “free speech” to cash in $9 billion of Tesla shares at their peak. Knowing full well both shares are way overvalued. Thus turning his funny money into reality. And dangling that carrot in front of Twitter. Who jumped at it. There never was a deal.;-1
5783;5783;7112022; In how many time? and... looking at other messages... when (Kms.) you needed to change the battery? It was under guarantee period?;-1
5784;5784;7112022; Which company has been hailed as the “#Tesla of India”? Find out in our look at the #EV manufacturers who’ve been putting pedal to the metal around the world ?? ;1
5785;5785;7112022; Oh my bad, I thought he was doing an emissions comparison!;0
5786;5786;7112022; What will you do when they expose you for the one creating all the pro Tesla bits?;1
5787;5787;7112022; I remember the first time I started to trade with bigger amounts. Pffff that was nerve wrecking ??. But if a trade works out it is a great feeling. And because the amount is bigger you really do research. And build your own strategy. I developed that with the small amounts ??;0
5788;5788;7112022; CHaDemo charging in Hokkaido at an Aeon Mall. Unless you are in Sapporo or Hakodate this is your best option. #superchargersinhokkaido. ;0
5789;5789;7112022; Every Tesla sales leads to ~12 sales via words of mouth at least $TSLA;0
5790;5790;7112022; I got a text today saying my Tesla would be delivered sometime from 19-29 August! I ordered in December. Very excited.;-1
5791;5791;7112022; The gas equivalency wouldn't be different in Canada. 1 gallon of gas is roughly equivalent to 33 kWh (if you could extract 100% of the energy in gas). Unless Canadian gas is substantially different lol;0
5792;5792;7112022; Tesla? Overpriced ugly ass cars full of gimmicks that have their own network? ?????????? Maybe in America!;-1
5793;5793;7112022;" Just when I thought we dodged a bullet when Elon decided to opt-out of his Twitter deal! ""Twitter has hired top law firm to charge legal action against Tesla and SpaceX CEO Elon Musk on his decision to terminate $44 billion takeover deal."" ";-1
5795;5795;7112022; Elon Musk is this century's version of Nikola Tesla;1
5796;5796;7112022; Why I’m More Excited About the Next UPS Truck Than the Next Tesla ;-1
5797;5797;7112022; Will you let go of your Tesla if I can out type you?;-1
5798;5798;7112022; Top 10 trending stocks on WallStreetBets as of Jul 11 1. Tesla $TSLA 2. Teucrium Corn $CORN 3. iPath Pure Beta Crude Oil $OIL 4. Twitter $TWTR 5. Apple $AAPL 6. GameStop $GME 7. Amazon $AMZN 8. ContextLogic $WISH 9. ProShares Ultra VIX Short-Term Futures ETF $UVXY 10. Uber $UBER;1
5799;5799;7112022; Pretty sure that TESLA, Apple, banks, Amazon, etc are all capitalists. In fact, many CEO's calls themselves libertarians. It isn't a commie sitting as CEO of blackrock, etc.;0
5800;5800;7112022; We indians can overcome anything.just sit and see...;0
5801;5801;7112022; Lithium, you know you want it,;1
5802;5802;7112022; The Lucid in brown is really popular with the octogenarian crowd. A great cruiser.;0
5803;5803;7112022; Incredible car!!;1
5804;5804;7112022; Trump calls Elon Musk a 'BS artist' and says the Tesla CEO lied about voting for him in 2016 | Businessinsider ;-1
5805;5805;7112022; What about the #MegaPacks ?;1
5806;5806;7112022; EV Makers Are Gaining Ground On Tesla As China Threat Looms ;0
5807;5807;7112022; Dems don’t control fed policy, most of them are republicans;0
5808;5808;7112022; Happy birthday Mr tesla;1
5809;5809;7112022; Let them think they won their point. They think they crashed Tesla so he couldn't buy Twitter. What really happened is the Mad Cow case they elected POTUS has crashed the economy.;1
5810;5810;7112022; I had a dream that Nikola Tesla invented animatronics ???????;0
5811;5811;7112022; Even worse. Imagine idolizing this clown or thinking he is some sort of great businessman. Super leader has done nothing but tank the stock value of both Tesla and twitter since he started mucking around. Literally the job of a ceo is to drive value and he’s driven it down;-1
5812;5812;7112022; Need a few more chargers around Mississippi and Alabama. How about you start here with the new CCS capable chargers? Thanks in advance! Love my Model Y by the way.;-1
5813;5813;7112022; ELON UR SHIT. gimme a free tesla!;-1
5815;5815;7112022; Man I love Tesla, but shit some people post reminded me of this, its just unbearable ;-1
5817;5817;7112022; How to Make Money Online: Earn $38 PER DAY From E-Commerce (Elon Musk + Tesla) Passive Income Ideas ;-1
5818;5818;7112022; ???? ??, but it's scary how my sight deteriorated from watching on my cell for a year and a half, that's true, really struggling now, getting an iPad for live shows, they can't seem to get the bifocals right, feel like a drunk chameleon looking everywhere ??????;0
5819;5819;7112022; hey *leans on tesla;1
5820;5820;7112022; Tesla waves!;1
5821;5821;7112022; he bought a bankrupt company without a car or a qualified team, he and Jb strabel did make tesla by themselves. get educated peace of shit;-1
5822;5822;7112022; The only thing that is clear at this point, is that both Twitter and Tesla stocks are going to suffer from all this. Twitter already is, and Tesla will as soon as the Delaware court starts digging in. My bet though, is that Twitter will recover from it. Dicier for T.;1
5823;5823;7112022;" I reckon possibility lot of hype is lacking substance is significant. Like it may be that once legacy operators really enter the space,lot of it is exposed. Maybe there is a clear &amp; solid technique advantage Tesla has over all others? I don't know.";1
5824;5824;7112022; gotta get dat Tesla mf;1
5825;5825;7112022; Tesla to expand its US Supercharger network to other EVs ;0
5826;5826;7112022; Sure, Tesla, a solar trailer – TechCrunch ;1
5827;5827;7112022; 2) Actions Taken: OPEN DECISION(0-35 TESLA SIEMENS ) CLOSED EMAR(1.5 TESLA SIEMENS) COMPUTERIZED WHOLE-BODY TOMOGRAPHY ULTRASOUND DOPPLER ULTRASOUND PENILE DOPPLER MAMMOGRAPHY BONE DENSITOMETRY (DEXA) BREAKING STONE BIOPSY(THYROID BIOPSY-BREAST BIOPSY) #medicalturkey #LifeEurope;0
5828;5828;7112022; Thanks bro. Honestly at this point - whether i get a vin soon or not my aim is for all Q4 and Q1 orders to be fulfilled and not just my own. Not stopping until that happens. Yeah i have been on TMC before but the fanboys can be rampant on there if you say anything realistic;0
5829;5829;7112022; Tesla's mother called him a child of light, and she was quite right.;1
5831;5831;7112022; Did you know it costs pennies to build charging stations? Also charging stations go up alot faster than has stations. Soon there will be more charging stations than gas stations. With tesla supercharger network and all other networks, you have to try like hell not to find one.;-1
5832;5832;7112022; M’y taillor is rich ;0
5833;5833;7112022;" We always remember ""freedom"" fighters more than we remember our scientists. For that matter, Nikola Tesla is a forgotten genius who invented our future.";1
5834;5834;7112022; Wow. Interesting take. Never thought about the age limits. ?? My stepfather (once a Tesla hater) asked about FSD. Never thought about the age argument. He's 78 btw;0
5835;5835;7112022; this bitch ass transformer dude making fun of my hat when he looks like the fucking cybertruck tesla motherfucker. bro better stfu about my hat before i call optimus prime and ask him to turn his ass into scrap metal…oh right he lost in the movie bcus hes the villain nvm.;-1
5836;5836;7112022; You made them sale to you and now, what.... a grown ass man making photo booth meme... I told Obama not to give this BS Artist any money for his small Testicles car... sorry Tesla... He is responsible for fucking up a lot to people live and he laughing... and yall wanna be his b;0
5837;5837;7112022; I think early this yr Elon felt secure in Tesla fundamentals, looked around to devote his energy to something else and finally bit off more than he could chew. #ElonMusk #Twitter #Tesla #Musk;1
5838;5838;7112022; Thanks in part to company, people are starting to learn more about the man who inspired the company, a man whose inventions would power our entire planet. It is because of Tesla that modern society functions the way it does.;1
5839;5839;7112022; I should add though: when we were living in EE for two years (2018-20) we were driving a fossil. Main reason was availability of EV models locally (no Tesla etc). We just had moved from US (where I had sold my EV). Only back in CH in 2020 I bought another EV.;-1
5840;5840;7112022; Tesla car insurance - New guide explores cover options for New Zealanders ;0
5841;5841;7112022; Think of it like tesla and edison, isis popularized the technical lul;-1
5844;5844;7112022; ?? Thanks to him we now have mobile phones and radios, turbines, asynchronous motors, dynamo machines and a lot of other things we haven't even named yet, that's how much Tesla was so far ahead of his time.;1
5845;5845;7112022; ?? While petting the cat, he saw a light. His father told him it was called electricity. Vivid brain celebrates Tesla. ???????? Follow regular or it’s ?? to you. #vividbrain_electrified #vividbraindesign #illustrationoftheday #quoteoftheday #nikolatesla ;0
5846;5846;7112022; Meaning solely electric, not supplemented by combustion engine and not powered by solar alone as insinuated by previous comments. And now I see I have been blocked by the person claiming to be open to discussion.;0
5847;5847;7112022; For trading I really plan ahead. Make time (lots) No phone no visitors. Coffee with the gallon’s ??. Then LFG!!!??;0
5848;5848;7112022; I haven't asked Tesla tbh. But have to calle them anyway. So I'll ask.;0
5849;5849;7112022; The reason is because Tesla was not a capitalist. He made decisions that those with more business acumen would not have made. He wasn't concerned about money. He was concerned about the pursuit of Science for the betterment of humanity. He wanted to change the world and he did.;1
5850;5850;7112022; Is Tesla leading the way in a new assault on the motor insurance market by electric vehicle manufacturers? ;1
5851;5851;7112022; That's definitely necessary. Got a speeding ticket recently because AP started braking at the sign and not before. And the slowdown at the sign is not Strong enough atm;-1
5852;5852;7112022; It should scare incumbents when a decade of pushing telematics devices has yielded low adoption and Tesla makes it table stakes in just under a year. Continues to sound like a distribution and trust problem that's limiting this stuff getting into more vehicles.;0
5853;5853;7112022; my prediction is: EVs as they are now will be irrelevant in 10 years. It’s a waste of time to enter this race. had won it 5 years ago already.;-1
5854;5854;7112022; I need to order some new ones! Good call!;0
5855;5855;7112022; just spent $7.19 a gallon to fill my boat at the marina. Any chance of Tesla watercraft inThe future?;0
5856;5856;7112022; #India population is exploding #ElonMusk should set up 2 to 3 ?? in India ;0
5857;5857;7112022; This lady is trying to fill up her #Tesla with normal gas at a petrol station, help her plz ??! ;-1
5858;5858;7112022; I see you continue your work against the professionals who work for and invest in your companies. Dude, someone get the guy off the Tesla board immediately.;-1
5859;5859;7112022; Model Y Getting some love in Bratislava ;1
5860;5860;7112022; US vehicle safety watchdog investigating Tesla crash that killed 2 in Florida ;-1
5861;5861;7112022; As easy to drive as the #Tesla Cyberquad. #gta #life ;1
5862;5862;7112022; Happy Birthday Nikola Tesla ;0
5863;5863;7112022; The FSD is getting better with each update, Even if the FSD will be much safer than a human in the future some people will still blame Tesla foe any mistake and sue them. So what’s your point ?;1
5864;5864;7112022; Happy birthday to one of the greatest minds in all of human history, Nikola Tesla! His 166st birthday anniversary! ;0
5865;5865;7112022; Yes! Switzerland to France a few months back, here’s a video I made about that :) ;0
5866;5866;7112022; Looks like a boiled egg , rivian suv will give it a run for its money !;0
5867;5867;7112022; First time on record Elon has does such a thing! #twitter #cnbc #tesla ;1
5868;5868;7112022;" Your fav model vs a ""real"" car. I prefere the real one ";-1
5869;5869;7112022; He never had the intention to buy twitter ?? just wanted to dump Tesla stock and get some media headlines with it;-1
5870;5870;7112022; Even though taycan isn’t a bad car.;0
5871;5871;7112022; #Tesla CEO Elon Musk takes swipe at Twitter lawsuit threat ;0
5872;5872;7112022; Not 1 billion penalty ?? a signed agreement with specific performance means a lot more than 1 billion… Also at some point during this period Elon gifted a lot of Tesla shares to charity. The only issue was that the ”charity” was a very shady guy and not charity at all…;-1
5873;5873;7112022; This left Tesla in financial ruin. He had no choice but to abandon his dream project in 1905 and lost Wardenclyffe Tower to foreclosure.;-1
5874;5874;7112022;" Disagree. Tesla was first out of the blocks &amp; had themselves a bit of a monopoly. Other companies now bringing out EVs. I know 3 Tesla owners. Apparently their customer service is non-existent. Guarantee you they will never hit 1200 again.";0
5875;5875;7112022; When you build Tesla Gigafactory in Germany, instead of Poland and bitching that polish workers do not show up...?? ;-1
5876;5876;7112022; You could call it the “tesla human trafficker”;-1
5877;5877;7112022; Genuine question. If Musk sold his Tesla shares to buy Twitter would he have to pay income tax on it?;0
5878;5878;7112022; ???? Tesla, exactly where I am heading too, need glasses asap from sitting watching our live streams on the cell, my eyes are shot and can't read properly anymore, I just can't blame it on age man ??????;0
5879;5879;7112022; Q1 2022 EV market highlights: ??PEV shipments grew 79% YoY: Reached 1.95Mn units ??73% of total #EV sales were BEV ??@Tesla leads followed by and ??#Tesla grew by 68% YoY while BYD grew by 433% YoY Read more: ;0
5880;5880;7112022; JP Morgan stopped funding Tesla when he knew that he was planning for free energy and convinced his rich friends to do so.;-1
5881;5881;7112022; The number of people deciding never to buy a Tesla, ever. ;-1
5882;5882;7112022; TheStreet: Tim Cook Snubs Tesla and Elon Musk With a Big Rival. ;0
5883;5883;7112022; When you are company the size of Tesla you will always have lawsuits. Nothing new.;0
5884;5884;7112022; I just wanna sit and learn from the Tesla Litigation team.;1
5885;5885;7112022; Tesla was obsessed with bringing wireless communication to the world and built a huge wireless transmission tower in NY, the Wardenclyffe Tower. He was, again, well ahead of his time. But financial backers didn't have faith in his project and pulled out.;1
5886;5886;7112022; Lawsuits. Tesla has a collection of them. Most notably on the topic of FSD and Autopilot;1
5887;5887;7112022; Another factor that you may also consider when choosing the desired brand is how such a brand is used in your location. For example, bringing in cars like General Motors, Lincoln Navigator, and Tesla will not do so well in places like Lagos, Nigeria.;0
5888;5888;7112022;" Buahahahahah. Ok, ""Tesla engeneer"", don't you have a failing company to attend to?";-1
5889;5889;7112022; Musk, the chief executive officer of Tesla Inc, said on Friday he was terminating his deal to buy Twitter because the company had breached multiple provisions of the merger agreement. #jakpost ;0
5890;5890;7112022; Jcsportline is introducing our ultra-premium prepreg carbon fiber full body kit for the Tesla Model Y. #tesla #TeslaMotors #teslamodely #NEvsCAR #Carmodification #resto ;0
5891;5891;7112022; He would leave it as is and reduce the price of the Tesla Powerwall2 so every one can afford one;0
5892;5892;7112022; Major New Tesla Semi Update Is Here! ;0
5893;5893;7112022; She’s a 10 but shorted Tesla 3 years ago.;0
5894;5894;7112022; Tesla Supercharger network to open to non-Tesla EVs according to White House - Cars ;0
5895;5895;7112022;" Tesla's literal ""about"" page says ""founded by a GROUP of engineers in 2003"" which is the opposite of what you said you absolute potato. ";0
5896;5896;7112022; You claim he shorted. Factually wrong.;0
5897;5897;7112022; Elon Musk probably just wanted to get liquid on 10b of Tesla stock without crashing tbh;0
5898;5898;7112022; He bought Tesla he didn’t come up with electric cars it’s a concept that’s existed for hundreds of years however he did bring it to the main stream;1
5899;5899;7112022;" Marconi won the Nobel Prize in Physics in 1911 for the ""invention of the radio"". Tesla was furious and sued Marconi. The case dragged on in court for years and was settled in Tesla's favor after his death.";0
5900;5900;7112022; We have a change ?? in our calendar competition EcoGP 2022. + The new race will take place in the Czech Republic in early October. - Unfortunately, we lost the opportunity to hold a race at the Nürburgring. #ecogp #ecoGP #tesla #race #Competition #evcars #ElectricVehicles ;0
5901;5901;7112022; Instead of Elon Musk purchasing Twitter? I dearly wish that Mr. Musk would start up a new company manufacturing High End Computer Chips. This is good for U.S. security, Tesla, High Tech Industry and jobs;0
5902;5902;7112022; I will never buy a Tesla.;-1
5903;5903;7112022; Ludicrous: The Unvarnished Story of Tesla Motors [NSOBUQM] ;0
5904;5904;7112022; EV Makers Are Gaining Ground On Tesla As My Ex-Wife Threat Looms - Forbes ;0
5905;5905;7112022; A great watch #tesla #TSLAQ cc: ;0
5906;5906;7112022; Fully modular, stackable Tesla wind tower, available near you soon ?!? All weathers, all wind speeds !! Fully automated and orientable 360° all axis ??;0
5907;5907;7112022; Are the front seats any better? How useless is the yoke? How useless is the lack of stalks? Can you actually turn off the ESP? Is the track mode any good?;-1
5908;5908;7112022; Do not send Tesla to China to manufacture The Type 2 car. The government and military of The Peoples Republic of China will take that money to further undermine or Great Country The USofA.;0
5909;5909;7112022; Don’t ruin my Tesla memories ??;0
5910;5910;7112022; I live in Austria and I'm seeing so many of these lately. Will be even more once Berlin ramps up.;0
5911;5911;7112022; The bots were not Tesla-specific. They were just reposting some news feed. They did not affect Tesla stock price. The study is lying.;0
5912;5912;7112022; He pushed our family to He’s made many awful statements against the very people that supported Tesla. I know losing a few customers doesn’t matter to him. However, spending your money on ppl that don’t bash you all day is a good feeling! ??;-1
5913;5913;7112022; Tesla begins dry simply to eliminate the solvent stage--that's the whole rationale. It ends soaked in electrolyte.;0
5914;5914;7112022; 1200 lbs battery in a Tesla gives about 85kWh energy. That's equivalent to the energy in about 2 gallons of Diesel which would weight only 14 lbs;0
5915;5915;7112022; Tesla sold almost 100k more cars…. But if you sold 1 EV then sold 4 your growth is 200%? Ok you’re dominating… this is just targeted Musk hate..;-1
5916;5916;7112022; Marconi was able to send the first transatlantic radio message in 1901 using 17 of Tesla's patents. Edison then backed Marconi financially. Tesla had no problem with Marconi's achievements, but...;0
5917;5917;7112022; ???? Or that too yes ??, but normally that turns minutes into hours for me ????????;0
5918;5918;7112022; Twt isn’t at their peak, just like Tesla stocks haven’t tanked. They are going up, he doesn’t need a loan. Literally everything in your statement is made up and sounds like you got your info from a opinion article that you took for facts ??;1
5919;5919;7112022; I mean flowers fit perfectly for #Tesla ;1
5921;5921;7112022; And? One of the things I tell folks who live in coal country: I can’t put coal in my gas car…. But I can in my Tesla.;1
5922;5922;7112022; So you own Tesla right???;0
5923;5923;7112022; But does the tesla make 1000 hp with 5 percent battery remaining lol…. At least the 1000hp ice car will make the 1000 hp right up till it runs out of gas ??????;0
5924;5924;7112022; At the same time, an Italian entrepreneur, Guglielmo Marconi, was also working on the radio. He tried to patent it but was turned down because it was too similar to Tesla's.;0
5925;5925;7112022; I've also been wondering when you're entering micro-turbine market for wind and hydro since that would be absolutely huge to stabilize power grid on an individual level as well ? I know Tesla can do it better than anybody else. Might be a tad too much to handle though..;1
5926;5926;7112022; Tesla was getting the subsides b4 gm was making any EVs check your facts and time line buddy !;0
5927;5927;7112022; Why don't you take out green hydrogen tesla cars. Green hydrogen can be great in future.;0
5928;5928;7112022; Last stop during our #EV roadtrip with caravan. I had to choose: or #Tesla Supercharger. Made my decision on availability and reliability. #EV #MercedesEQC . Only blocking 2 Superchargers, when needed I van detach the caravan. ;0
5929;5929;7112022; Would you buy a Tesla? I wouldn’t.;-1
5930;5930;7112022; Tesla was getting ready to broadcast his first radio signal but disaster struck... A fire destroyed his lab in 1895. He lost years of research and equipment. Tesla didn't apply for a patent for the radio until 2 years later.;-1
5931;5931;7112022; Then dems will lose everything;0
5932;5932;7112022; Elon was shocked SHOCKED to learn that there were fake accounts on Twitter. Or else he had buyer’s remorse after offering to pay a premium for a vanity buy, only to watch his own net worth crash as Tesla’s value plunged, while Twitter’s fell as well. Occam’s Razor.;0
5933;5933;7112022; i'm just tired of tesla people ??;-1
5934;5934;7112022; The bots are not Tesla specific. They are not what the paper claims they are. They did not affect results stock price.;0
5935;5935;7112022; The Tesla, Twitter, Stock Split As Elon Musk Drops Twitter Bid - More To Come? $TWTR #Twitter #ElonMusk ;1
5936;5936;7112022; As a European, I will never get what driving a 1/4 mile as fast as possible is about lol;-1
5937;5937;7112022; Tesla spends a ridiculous amount on astroturfing, and is constantly pitching old stupid ass ideas as new and disruptive. Basically, too many stupid people think tesla will work out for its value to normalize.;-1
5938;5938;7112022; Look in the mirror cause you're talking about yourself bot. Bye blocked;0
5939;5939;7112022; ....@elonmusk's private jet (@ElonJet) is tracked by a college kid with publically available information (hey Jack, you rock dude), he's being sued by women at Tesla for sexual harassment/misconduct for billions, literally cheating on Grimes. Elon, you suck at chess. 2/2;-1
5941;5941;7112022; Tesla set up a series of laboratories in NY for new projects. He created an early version of neon lights, the Tesla Turbine, Tesla coils, a death ray, and pioneered X-ray technology.;0
5942;5942;7112022; There is no solvent, and no binder either. It's dry+ because Tesla has to add the electrolyte at the end, a slow, slow process. 24M adds it at the beginning, when you can do it faster.;0
5943;5943;7112022; Ford's Mustang Mach-E electric crossover is a hit with industry insiders — that could help it take on Tesla ;-1
5944;5944;7112022; have you heard about gm? nope that what i thought gm grets 11B$ (Not paid back) tesla gets 465M$ (Paid back with interest) BuT TeSlA wOuDt HaVe BeEn HeRE, ItS So UnFaIr??;0
5945;5945;7112022; For example imagine how it would screw up the economy is you could charge your tesla simple by learning to play the bag pipes. LOl;0
5946;5946;7112022; I like 69 for obvious reasons, looks like you do as well!;0
5947;5947;7112022; Elon Musk is walking away from Twitter deal after selling $8 billion worth of Tesla (TSLA) stock for it ;0
5948;5948;7112022; Why is executive face is important ;0
5949;5949;7112022; What Tesla collection ? What they are losing ?;0
5950;5950;7112022; In return, Westinghouse paid Tesla $216,000 ($6M today) to use his AC patents forever.;0
5951;5951;7112022; Wha do you mean by 'giving everyone else to build...'?;0
5952;5952;7112022; The stans still don’t believe that the competition is coming. LMAO $TSLAQ;0
5953;5953;7112022; #ElonMusk realized no Republican will buy his #Tesla's ever.;-1
5954;5954;7112022; Inspired by a few, but my mind really drive itself like it’s a Tesla..;0
5956;5956;7112022; And then, amidst all the “I’m buying Twitter to ensure there’s equality of opinion”…the Tesla stock price plummeted on fears that you were…unstable. Now, sale is off…Tesla up. Interesting.;0
5957;5957;7112022;" 1/3 #ZACHMultimediaCoinageMint - #TheTeslaTraip ""@Twitter prepares to file suit vowing to hold to original deal terms"" ?? ";0
5958;5958;7112022; Tesla walked away from $12M ($300M+ today) in royalties. Had he held on these royalties over time, he would've likely became the wealthiest person on the planet. This act of compassion for his friend saved the company.;0
5959;5959;7112022;" 1) Hi, I'm Me369, nice to meet you. ""Me"" is the pronunciation of my Chinese name (meme), yes, it's the same ""meme"". 369 is because Nikola Tesla said: ""If you only know the magnificence of the 3,6 and 9, then you would have a key to the universe."" So “Me369” is my #nftart brand. ";0
5960;5960;7112022; 1) Kosovo is an independent country 2) nobody cares about your embassy in Belgrade 3) Serbia is not wanted in the EU and will never be a member 4) Tesla was born in Croatia and, once he got his passport, identified solely as American 5) cry about it diet moskals;0
5961;5961;7112022; #Tesla CEO #ElonMusk pull out his $42 billion takeover of #Twitter claiming that the information provided by the company around the number of spam of #fake accounts was much higher than the 5% it had claimed. ;0
5962;5962;7112022; Musk has a force-field of wealth that helps drive this “even-handed” coverage. Who knows? Maybe he’ll buy a billion dollars worth of Tesla ads if he perceives us favourably? This idea, seldom articulated openly, influences opinion pieces like this.;0
5963;5963;7112022; Funny maybe they should stop killing people like the people who figure out how to run cars on water. Or Tesla who had free energy…….;0
5964;5964;7112022; Elon isnt playing anything lol he needs to take care of whats going on over there at Tesla;0
5965;5965;7112022; Just managed to scrape the data from their job portal. I expected a bit better data standards from Tesla. Had to do bit of cleansing .;-1
5966;5966;7112022; Tesla's collection. Hint: They're losing;-1
5967;5967;7112022; He’s the expert on this. 90% of the pro Tesla tweets are bots.;0
5968;5968;7112022; Ok. Someone hasn’t heard of $NIO;0
5969;5969;7112022;" The most important thing here is ""it'll take years"". Therefore, even if Twitter succeed in forcing him to buy, the stock prices today of both twitter and tesla will be entirely irrelevant.";-1
5970;5970;7112022; Oh... ?? one of those racist bots;-1
5971;5971;7112022; Tesla was so compelled by compassion for his friend that he ripped up his contract. He was grateful to Westinghouse for believing in him when no one else would.;0
5972;5972;7112022; What a revolution in automotive industry!!!!!!!!!!!!!!!!!!! #Automotive #Automotivedesign #Automobile #Auto #car #Automobil #BMW #Tesla #Mercedes #Jaguars #automotiveindustry ;1
5973;5973;7112022; Now if only Tesla finds the funds to hire a designer who creates a good looking car.;0
5974;5974;7112022; You’re completely wrong, Musk literally started Tesla out of his garage.;0
